단원,대주제,프로젝트명,프로젝트ID,URL,썸네일URL,주석
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",학교가는 고양이,689827175,https://scratch.mit.edu/projects/689827175/,https://uploads.scratch.mit.edu/get_image/project/689827175_480x360.png,"[Cat1]
- [개요]
학교에 가는 첫날이에요.
세 고양이 친구들은 정문으로 걸어가면서 인사를 나누려 합니다. 
(단, 세 고양이는 서로 다른 곳에서 출발합니다.)
마주보면서 어떤 대화를 나눌지 상상해보며 스크래치 코드를 완성해봅시다.
세 고양이가 학교로 갈 수 있게 해주세요(여러가지 방법을 생각해보세요)

[과정]
◎ 🏴 클릭했을 때
1. 보이기
2. x: -200 y: -100 (으)로 이동하기
3. 안녕! 을(를) 2초동안 말하기
4. 15번 반복하기
    4-1. 10만큼 움직이기
5. 10번 반복하기 
    5-1. y좌표를 10만큼 바꾸기
6. 도착! 을(를) 2초동안 말하기
7. 숨기기
[Cat2]
- [과정]
◎ 🏴 클릭했을 때
1. 회전 방식을 왼쪽-오른쪽으로 정하기
2. -90도 방향 보기
3. 보이기
4. x: 200 y: -100 (으)로 이동하기
3. 안녕! 을(를) 2초동안 말하기
4. 15번 반복하기
    4-1. 10만큼 움직이기
5. 10번 반복하기 
    5-1. y좌표를 10만큼 바꾸기
6. 숨기기
[Cat3]
- [과정]
◎ 🏴클릭했을 때
1. 숨기기
2. 5초 기다리기
3. x: -150  y: -100 으로 이동하기
4. 보이기
5. 으악 지각이다! 를 2초 동안 말하기



Q1. 초록색 고양이가 학교에 도착하는 과정을 스스로 작성해 봅시다.
Q2. 다른 스프라이트를 추가해서 이후의 상황을 스스로 만들어 봅시다.
- Q1 추가내용"
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",통과 못하는 유령,1168335145,https://scratch.mit.edu/projects/1168335145/,https://uploads.scratch.mit.edu/get_image/project/1168335145_480x360.png,"[Ghost]
- [개요]
감지 블록과 조건문을 사용해서 유령이 마녀에게 닿을 때마다 놀라는 모습을 만들어 봅시다.
유령은 마우스를 따라 움직이다가 마녀에게 닿으면 모양을 바꾸며 비명을 지르고,
마녀는 유령에게 닿을 때마다 무언가 닿았는지 생각하게 될 거예요.


[과정]
◎ 🏴클릭했을 때
1. 무한 반복하기
     1-1. 마우스 포인터로 이동하기
     1-2. 만약 < Witch에 닿았는가? > 라면
          1-2-1. 모양을 ghost-c 로 바꾸기
          1-2-2. 꺅! 을 1초 동안 말하기
          1-2-3. 모양을 ghost-a 로 바꾸기


Q. 무한 반복하기를 사용하는 이유는 무엇일까요? 무한 반복하기를 빼면 어떻게 되나요? (참고 주석 설명 읽어보기)
- [참고]
제어 탭의 [ 만약 <> 라면 ] 블록은 <> 안에 들어가는 조건을 만족할 때만 그 안에 있는 블록을 실행시키는 블록입니다.
보통 그 조건은 감지 탭에서 찾을 수 있고, '닿았는가?' '눌렀는가?' 같은 질문으로 되어 있어요.
게임을 진행하는 도중에 조건을 확인하고 싶다면, 계속해서 그 조건을 만족하는지 확인해야겠죠?
그래서 꼭! 무한 반복하기 안에 그 조건을 넣어줘야 한답니다.
[Witch]
- [과정]
◎ 🏴클릭했을 때
1. 무한 반복하기
     1-1. 만약 < Ghost에 닿았는가? > 라면
          1-1-1. 뭐가 지나갔나...? 를 2초 동안 생각하기



Q1. 마녀가 유령에 닿을 때마다 모양을 바꾸는 코드로 수정해 봅시다.
Q2. 무작위 위치로 움직이는 다른 스프라이트를 추가해서, 마녀에게 닿으면 인사하도록 해 봅시다."
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",떨어지는 바나나 먹기,1168696396,https://scratch.mit.edu/projects/1168696396/,https://uploads.scratch.mit.edu/get_image/project/1168696396_480x360.png,"[Monkey]
- [개요]
하늘에서 떨어지는 바나나를 원숭이가 받으려고 합니다.
원숭이는 왼쪽, 오른쪽 화살표 키를 눌러서 움직이게 할 거예요. 
[ 화살표 키를 눌렀을 때 ] 블록이 아니라, 조건문과 < 스페이스 키를 눌렸는가? > 블록을 사용해서 만들어 봅시다.


[과정]
◎ 🏴클릭했을 때
1. 무한 반복하기
     1-1. 만약 오른쪽 화살표 키를 눌렀는가? 라면
          1-1-1. x좌표를 10만큼 바꾸기
     1-2. 만약 왼쪽 화살표 키를 눌렀는가? 라면
          1-2-1. x좌표를 -10만큼 바꾸기


Q. 원숭이를 위쪽, 아래쪽 화살표 키를 이용해서 위아래로도 움직이게 만들어 봅시다.
[Bananas]
- [과정]
◎ 🏴클릭했을 때
1. 무한 반복하기
     1-1. y좌표를 -7만큼 바꾸기
     1-2. 만약 Monkey 에 닿았는가? 라면
          1-2-1. 0.5초 기다리기
          1-2-2. 무작위 위치로 이동하기
     1-3. 만약 벽에 닿았는가? 라면
          1-3-1. 0.5초 기다리기
          1-3-2. 무작위 위치로 이동하기


Q1. 1-1의 [ y좌표를 -7만큼 바꾸기 ] 블록은 어떤 역할을 하나요?
Q2. 벽에 닿을 때 무작위 위치가 아닌, 마우스 포인터나 원숭이 위치 등, 자기가 원하는 곳으로 이동하도록 수정해 봅시다."
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",빗자루로 벌레 잡기,1169196293,https://scratch.mit.edu/projects/1169196293/,https://uploads.scratch.mit.edu/get_image/project/1169196293_480x360.png,"[Broom]
- [개요]
변수에 대해 배워 봅시다. 변수는 숫자를 담는 상자라고 생각하면 돼요.
'점수'라는 이름의 상자를 만들어 두면, 그 안에 든 숫자는 어떻게 변하더라도 점수를 표현하게 되는 거죠.
빗자루로 벌레를 잡을 때마다 점수가 오르는 게임을 만들어 보며 변수에 대해 이해해 봅시다.


[과정]
◎ 🏴클릭했을 때
1. 점수 변수를 0으로 정하기
2. 무한 반복하기
     2-1. 마우스 포인터로 이동하기
     2-2. 만약 beetle에 닿았는가? 라면 점수를 1만큼 바꾸기
     2-3. 만약 Dog2에 닿았다면 점수를 -1만큼 바꾸고 0.5초 기다리기



Q1. 빗자루가 벌레에 닿았을 때 점수가 얼마나 오르는지 확인해 봅시다.
Q2. 청소를 방해하는 스프라이트를 하나 더 추가하여, 점수를 3점씩 떨어뜨려 봅시다.
[beetle]
- [과정]
◎ 🏴클릭했을 때
보이기 한 후 무작위 위치로 이동하고 2초 기다렸다가 숨기기를 무한 반복합니다.



Q. 빗자루에 닿았을 때 점수가 1점씩만 오르게 하려면 어떤 코드를 추가해야 할까요? (힌트: 빗자루에 닿을 때 도망치면 어떨까요?)
[Dog2]
- [과정]
◎ 🏴클릭했을 때
3초 동안 랜덤 위치로 이동하기를 반복합니다.

◎ 🏴클릭했을 때
모양을 dog2-a로 바꾼 후 0.1초 기다리기, 모양을 dog2-b로 바꾼 후 0.1초 기다리기를 반복합니다."
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",와플 가격 계산하기,1169223810,https://scratch.mit.edu/projects/1169223810/,https://uploads.scratch.mit.edu/get_image/project/1169223810_480x360.png,"[Food Truck]
- [개요]
감지 탭의 [ (   ) 라고 묻고 기다리기 ] 블록에 대해 배워 봅시다.
묻고 기다리기가 실행되면, 스프라이트는 입력한 내용을 말하며 대답을 기다리는 상태가 됩니다.
그때 화면에 뜬 입력 칸에 내용을 적으면, 그 내용은 ( 대답 ) 블록에 저장됩니다.
트럭에서 살 와플의 개수를 입력하면 총 가격을 계산해서 말하는 프로그램을 만들어 봅시다.


[과정]
◎🏴클릭했을 때
1. 가격, 딸기, 벌꿀 변수를 0으로 정하기
2. ""딸기와플은 4천원, 벌꿀와플은 5천원입니다~"" 를 2초 동안 말하기
3. ""딸기와플 몇 개 구매하시겠어요?"" 라고 묻고 기다리기
4. 딸기를 (대답) 로 정하기  -->  변수 탭에서 정하기 블록과, 감지 탭에서 대답 블록을 가져와 결합합니다.
5. ""벌꿀와플 몇 개 구매하시겠어요?"" 라고 묻고 기다리기
6. 벌꿀을 (대답) 로 정하기
7. 가격을 4000만큼 바꾸기 를 딸기 번 반복하기  --> 변수 탭의 딸기 블록을 가져와서 결합합니다.
8. 가격을 5000만큼 바꾸기 를 벌꿀 번 반복하기
9. 가격 말하기



Q1. 판매하는 간식 스프라이트와 변수를 추가해서 가격을 계산해 봅시다.
Q2. 묻고 기다리기를 사용해서 대화하는 프로그램을 새로 만들어 봅시다."
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",베스트 드라이버,176912551,https://scratch.mit.edu/projects/176912551/,https://uploads.scratch.mit.edu/get_image/project/176912551_480x360.png,"[자동차]
- [개요]
자동차를 타고, 친구가 있는 곳으로 가려고 해요.
이 때 자동차는 검은색 도로에서만 이동이 가능합니다.
친구와 만나게 된다면 친구가 반갑게 맞이하도록 해봅시다.

[과정]
◎깃발을 클릭했을 때
1. x: -170 y: -100 으로 이동하기
2. 크기를 40%로 정하기
3. 무한반복 내부
    3-1. 만약 <위쪽 화살표▼ 키를 눌렀는가?> (이)라면
        3-1-1. 5 만큼 움직이기
    3-2.  만약 <아래쪽 화살표▼ 키를 눌렀는가?> (이)라면
        3-2-2. -5 만큼 움직이기
    3-3.  만약 <오른쪽 화살표▼ 키를 눌렀는가?> (이)라면
        3-3-1. 시계방향으로 5도 돌기
    3-4.  만약 <왼쪽 화살표▼ 키를 눌렀는가?> (이)라면
        3-4-1. 반시계방향으로 5도 돌기
    3-5.  만약 <(회색)에 닿았는가?> (이)라면      -----> '감지' 에서 ( ) 색에 닿았는가 사용 
        3-5-1. x: -170 y: -100 으로 이동하기
    3-6.  만약 <친구▼에 닿았는가?> (이)라면
        3-6-1. 안녕! 을(를) 2초동안 말하기
        3-6-2. 모두 멈추기    


[마무리]
자동차나 장애물을 추가하거나, 나만의 룰을 추가하여 게임을 더 재미있게 만들어 봅시다.

친구와 같이 플레이하는 방법도 생각해봅시다.
친구는 WASD 키보드로 조작을 하여 움직일 수 있어요."
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",토끼와 거북이 경주,448191757,https://scratch.mit.edu/projects/448191757/,https://uploads.scratch.mit.edu/get_image/project/448191757_480x360.png,"[토끼]
- [개요]
토끼와 거북이가 경주를 해서 먼저 결승선에 닿은 쪽이 승리합니다.
거북이는 토끼보다 달리는 속도가 느리고, 토끼는 경기 도중에 잠에 빠집니다.
토끼가 잠들어 있는 동안 열심히 달려서 경주를 이겨 봅시다!



[과정]
◎ 🏴 클릭했을 때
1. 모양을 토끼1로 바꾸기
2. x: -190,  y: 45 로 이동하기
3. ( 결승선에 먼저 닿는 사람이 이기는 거야! ) 를 2초 동안 말하기
4. ( 출발! ) 을 1초 동안 말하기
5. 10번 반복하기
     5-1. x좌표를 10만큼 바꾸기
6. ( 아 졸려~ ) 를 1초 동안 말하기
7. 모양을 토끼3 으로 바꾸기
8. 2.5초 기다리기
9. 모양을 토끼1로 바꾸기
10. ( 깜빡 졸아버렸어! ) 를 1초 동안 말하기
11. 무한 반복하기
     11-1. x좌표를 8만큼 바꾸기
     11-2. 만약 흰색에 닿았는가? 라면 모두 멈추기



Q1. 토끼가 더 빠르게 움직이려면 어떤 블록을 수정해야 할까요?
Q2. 토끼도 키보드를 눌렀을 때 움직이는 코드로 수정해 봅시다.
[거북이]
- [과정]
◎ 깃발 클릭했을 때
1. x: -190,  y: -50 으로 이동하기
2. 2초 기다리기
3. ( 출발! ) 을 1초 동안 말하기
4. 무한 반복하기
     4-1. 만약 오른쪽 화살표 키를 눌렀는가? 라면 x좌표를 2만큼 바꾸기
     4-2. 만약 흰색에 닿았는가? 라면 모두 멈추기



Q1. 거북이가 더 빠르게 움직이려면 어떤 블록을 수정해야 할까요?
Q2. 토끼가 잠에 들지 않는 새로운 스토리를 만들어 봅시다."
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",고양이 집 찾아가기,488480780,https://scratch.mit.edu/projects/488480780/,https://uploads.scratch.mit.edu/get_image/project/488480780_480x360.png,"[Stage]
- [과정]
◎ 깃발을 클릭했을 때
1. 배경을 미로▼(으)로 바꾸기
[고양이]
- [개요]
고양이가 미로에 갇혔어요.
고양이가 벽을 통과하지 않게 미로를 지나서 집에 도착해보도록 합시다.
(조작은 상하좌우 방향키를 사용해요.)


[구현 순서]
무대 -> 고양이 -> 집


[과정]
◎ 🏴 클릭했을 때
1. x: -130 y: 130 으로 이동하기
2. 크기를 30%로 정하기
3. 무한반복 내부
    3-1. 만약 <위쪽 화살표▼ 키를 눌렀는가?> (이)라면
        3-1-1. 0도 방향 보기
        3-1-2. 5 만큼 움직이기
        3-1-3.  만약 <검은 색에 닿았는가?> (이)라면 -5만큼 움직이기
    3-2.  만약 <집에 닿았는가?> (이)라면
        3-2-1. 배경을 집▼(으)로 바꾸기
        3-2-2. 크기를 100%로 정하기
        3-2-3. 집이다! 를 2초 동안 말하기
        3-2-4. 모두 멈추기    


Q1. 아래, 왼쪽, 오른쪽 화살표를 눌렀을 때의 코드도 몇 도 방향을 봐야 하는지 유의하며 스스로 작성해 봅시다. 
Q2. 아이템이나 함정을 추가해서 고양이가 닿으면 크기가 바뀌거나 다른 장소로 이동하는 코드를 추가해 봅시다.
Q3. 친구와 같이 플레이하는 방법을 생각해봅시다. (WASD 키 사용)
- 검은색에 닿았는가 코드를 무한반복 안에 한번만 넣으면 화살표 키를 두개 이상 동시에 눌렀을 때 벽을 통과하게 됨 ..
[집]
- [과정]
◎🏴 클릭했을 때
1. X: -133 y: -165으로 이동하기
2. 보이기


◎ 배경이 집으로 바뀌었을 때
숨기기"
STEP 1,"코딩 개념 이해하고 순차, 반복, 기본 조건문을 활용한 게임 만들기",미로게임,359959117,https://scratch.mit.edu/projects/359959117/,https://uploads.scratch.mit.edu/get_image/project/359959117_480x360.png,"[플레이어]
- [개요]
내가 원하는 캐릭터를 고른 다음, 미로를 탈출하는 게임을 제작해봅시다.
미로는 3개의 난이도로 이루어져 있으며, 더욱 어려워집니다.
목적지에 도달하면 다음 레벨로 넘어가도록 코드를 작성해봅시다.

[과정]
◎ 깃발을 클릭했을 때 
1. 배경을 Stripes▼ (으)로 바꾸기
2. x: 0 y: 0 (으)로 이동하기
3. 크기를 100%로 정하기
4. <(스페이스▼)키를 눌렀는가?> 까지 반복하기
    4-1. 다음 모양으로 바꾸기
    4-2. 0.2초 기다리기
5. 배경을 maze1▼ (으)로 바꾸기
6. 화살표 키를 눌렀을 때 캐릭터가 움직이게 만들기 (검은색에 닿으면 막혀야 합니다.)



◎ 배경이 maze1 (으)로 바뀌었을 때 
1. x: -25 y: 152 (으)로 이동하기
2. 크기를 30%로 정하기


◎ 배경이 maze2 (으)로 바뀌었을 때 
1. x: -215 y: 162(으)로 이동하기
2. 크기를 20%로 정하기


◎ 배경이 maze3 (으)로 바뀌었을 때 
1. x: -226 y: 135(으)로 이동하기
2. 크기를 20%로 정하기


◎ 배경이 Party로 바뀌었을 때
1. x: 0  y: 0 으로 이동하기
2. 원래 크기와 방향으로 정하기
3. 승리! 를 2초 동안 말하고 모두 멈추기



Q. [무한반복하기] 와 [~까지 반복하기] 의 차이점은 무엇일까요?
[목적지]
- [과정]

◎깃발을 클릭했을 때
1. 숨기기


◎배경이 maze1 (으)로 바뀌었을 때
1. x: 7 y: -124 (으)로 이동하기
2. 크기를 20%로 정하기
3. 보이기
4. <플레이어▼에 닿았는가?> 까지 기다리기
5. 배경을 maze2▼ (으)로 바꾸기


◎배경이 maze2 (으)로 바뀌었을 때
1. x: 200 y: -22 (으)로 이동하기
2. 크기를 15%로 정하기
3. <플레이어▼에 닿았는가?> 까지 기다리기
4. 배경을 maze3▼ (으)로 바꾸기


◎배경이 maze3 (으)로 바뀌었을 때
1. x: 194 y: -110 (으)로 이동하기
2. 크기를 15%로 정하기
3. <플레이어▼에 닿았는가?> 까지 기다리기
4. 배경을 Party▼ (으)로 바꾸기


◎ 배경이 Party로 바뀌었을 때
1. 숨기기"
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,신호의 마술사,1173026987,https://scratch.mit.edu/projects/1173026987/,https://uploads.scratch.mit.edu/get_image/project/1173026987_480x360.png,"[Stage]
- [과정]
◎ 🏴클릭했을 때
배경을 Castle3으로 바꾸기


◎ 순간이동 신호를 받았을 때
배경을 Castle2로 바꾸기


Q. 배경을 여러개 더 추가해서 순간이동을 여러 번 해보면 어떨까요?
[마술사]
- [개요]
신호 보내기에 대해 알아봅시다.
신호는 내가 원할 때 원하는 동작을 해낼 수 있도록 다른 스프라이트나 배경 등에 명령을 하는 역할을 해요.
신호의 마술사가 개구리와 배경에 어떤 신호를 보내서 마술을 보여주는지 함께 만들어 봐요.


[과정]
※ 새로운 신호를 만들려면 신호 보내기 블록을 가져와서 '새로운 메시지' 를 누릅니다.


◎ 🏴클릭했을 때
1. 점프! 를 2초 동안 말하고 점프 신호를 보내기 한 다음 2초 기다리기
2. 돌아라, 작아져라, 커져라, 순간이동 신호도 같은 방법으로 보냅니다.
3. 돌아라, 작아져라, 커져라 신호는 개구리가, 순간이동 신호는 배경이 받아야 합니다.



Q. 추가로 어떤 신호들을 더 보낼 수 있을까요? 다양한 마술을 부려 봅시다.
[개구리]
- [과정]
◎ 신호를 받았을 때
각 신호의 내용에 맞도록 개구리의 위치, 점프 모양, 크기 등을 바꿔 봅시다.


◎ 🏴클릭했을 때
신호를 받기 전 처음 위치, 모양, 크기 등을 정해둡니다."
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,화분에 꽃 피우기,1174289386,https://scratch.mit.edu/projects/1174289386/,https://uploads.scratch.mit.edu/get_image/project/1174289386_480x360.png,"[구름]
- [개요]
좌우로 움직이는 구름이 바구니에 빗방울을 떨어뜨리면 꽃이 자라나는 게임을 만들어 봅시다.
스페이스 키를 누르면 구름은 빗방울 신호를 보내고, 빗방울 신호를 받은 빗방울은 아래로 떨어집니다.
아래로 떨어지는 빗방울이 바구니에 닿으면 꽃피우기 신호를 보냅니다.
누가 언제 신호를 보내고 신호를 받으면 어떤 동작이 실행되는지에 유의하며 만들어 봅시다.


[과정]
◎ 🏴클릭했을 때
좌우로 움직이면서 벽에 튕기기를 반복하다가, 스페이스 키를 누르면 빗방울 신호를 보내기
[빗방울]
- [과정]
◎ 🏴클릭했을 때
숨기기


◎ 빗방울 신호를 받았을 때
1. 구름으로 이동한 후 보이기
2. 땅에 떨어질 때까지 y좌표를 바꾸기
3. Bowl에 닿으면 꽃피우기 신호를 보내기
4. 숨기기


Q. 땅에 떨어질 때까지 y좌표를 바꾸려면 얼마나 반복해야 할까요? 
좌표를 계산해서 숫자를 찾는 것도 좋고, [~까지 반복하기] 블록을 사용해도 좋습니다.
[Flowers]
- [과정]
◎ 🏴클릭했을 때
숨기기


◎ 꽃피우기 신호를 받았을 때
빗방울로 이동한 후 보이고 모두 멈추기
[Bowl]
- [과정]
◎ 🏴클릭했을 때
좌우로 움직이기를 무한반복하기



Q1. 게임을 더욱 어렵게 만들려면 어떻게 할 수 있을까요? 구름과 바구니의 속도를 다르게 만들어 봅시다.
Q2. 점수 변수를 추가하여 꽃을 피울 때마다 1점씩 얻게 해봅시다.
Q3. 점수를 10점 얻으면 게임이 끝나는 것으로 바꾸어 봅시다."
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,랜덤 점프하기,1172959521,https://scratch.mit.edu/projects/1172959521/,https://uploads.scratch.mit.edu/get_image/project/1172959521_480x360.png,"[Rabbit]
- [개요]
연산 탭의 [ 1 부터 10 사이의 난수 ] 블록에 대해서 배워 봅시다. 
난수란, 랜덤(무작위)으로 숫자를 골라주는 블록이에요.
예를 들어 1부터 3 사이의 난수라고 하면, 1, 2, 3 중에 하나 골라서 정해지는 거예요.
개구리와 메뚜기가 랜덤 거리만큼 점프해서 더 멀리 점프하면 승리하는 게임을 만들어 봅시다.


[과정]
◎ 🏴클릭했을 때
1. 스페이스 키를 눌렀다면 2~5번 과정을 실행하기
2. 개구리, 메뚜기 변수를 각각 난수로 정하기 (숫자는 자유롭게 바꿔 봅시다.)
3. 개구리 점프, 메뚜기 점프 신호 보내고 2초 기다리기
4. 개구리가 멀리 갔다면 개구리 승! 을 2초 동안 말하고, 메뚜기가 멀리 갔다면 메뚜기 승!을 2초 동안 말하기
5. 모두 멈추기



Q1. 개구리와 메뚜기 중 누가 멀리 갔는지 알 수 있으려면 어떻게 비교해야 할까요? 부등호 블록을 찾아 봅시다.
Q2. 게임이 끝난 후의 상황을 자유롭게 상상해서 만들어 봅시다.
[개구리]
- [과정]
◎ 🏴클릭했을 때
모양을 Frog 2-a 로 바꾸고, x: -160  y: -30 으로 이동하기


◎ 개구리 점프 신호를 받았을 때
모양 바꾸기를 이용해서 뛰는 모습을 구현하고, 동시에 개구리 변수만큼 오른쪽으로 이동합니다.
반복하기를 사용해서 자연스럽게 움직이는 모습을 만들어 줍니다.
[메뚜기]
- [과정]
◎ 🏴클릭했을 때
모양을 Grasshopper-a 로 바꾸고, x: -160  y: -110 으로 이동하기


◎ 메뚜기 점프 신호를 받았을 때
모양 바꾸기를 이용해서 뛰는 모습을 구현하고, 동시에 메뚜기 변수만큼 오른쪽으로 이동합니다.
반복하기를 사용해서 자연스럽게 움직이는 모습을 만들어 줍니다."
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,그대로 멈춰라,1172969499,https://scratch.mit.edu/projects/1172969499/,https://uploads.scratch.mit.edu/get_image/project/1172969499_480x360.png,"[Ball]
- [개요]
무작위로 모양을 바꾸면서 춤을 추다가 신호를 받으면 멈추고, 다시 춤을 추는 프로그램을 만들어 봅시다.
[ 1 부터 10 사이의 난수 ] 블록은 숫자를 랜덤으로 정해주는 블록이에요.
숫자를 랜덤으로 정하는데 그걸로 어떻게 모양을 바꿀 수 있을까요? 
각 모양에는 모양 번호가 있어서, 모양을 난수로 바꿔주면 난수가 골라주는 숫자에 맞는 모양번호로 바뀌게 된답니다.



[과정]
◎ 🏴클릭했을 때
시작 신호 보내기


◎ 시작 신호를 받았을 때
1. 춤추기 신호 보내기
2. 즐겁게~ 춤을 추다가~ 를 2초 동안 말하기
3. 그대로 멈춰라! 를 1초 동안 말하기
4. 멈추기 신호 보낸 후 2초 기다렸다가 시작 신호 보내기



Q. 각각의 신호가 어떤 역할을 하는지 생각해 봅시다.
[Champ99]
- [과정]
◎ 춤추기 신호를 받았을 때
모양을 1부터 7 사이의 난수로 바꾸고, 0.1초 기다리기를 무한 반복하기



◎ 멈추기 신호를 받았을 때
1. 이 스프라이트에 있는 다른 스크립트 멈추기
2. 만약 모양번호 = 1 이라면 만세!를 2초 동안 말하기



Q1. 왜 난수의 범위를 1~7로 정했을까요? 이 스프라이트의 모양이 몇 개 있는지 확인해봅시다.
Q2. 각 모양에 어울리는 대사를 생각해서 모양번호=2 일 때, 모양번호=3 일 때 ... 모든 경우에 대사를 넣어 봅시다.
Q3. 다른 친구들도 같이 춤을 출 수 있도록 코드를 스스로 작성해 봅시다."
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,키보드 광클게임,1164435134,https://scratch.mit.edu/projects/1164435134/,https://uploads.scratch.mit.edu/get_image/project/1164435134_480x360.png,"[Balloon1]
- 리스트 기본 형태
- ★. 사용자 이름을 같이 추가할 경우
- ★★★. 점수를 내림차순으로 넣기
- 유저 이름 물어보기
- 풍선 올라오기
- 60초 세기
- 풍선생성
- [개요]
복제하기에 대해 알아봅시다.
복제하기는 스프라이트를 따로 추가하지 않아도 똑같이 생긴 스프라이트를 만들어내는 기능입니다.
그리고 복제되었을 때 어떤 기능을 할지 따로 넣어줄 수 있어요.
스페이스 키를 눌렀을 때 풍선이 복제되고, 복제된 풍선은 무작위 위치에서 위로 떠오르다 벽에 닿으면 삭제됩니다.


[과정]
◎ 🏴클릭했을 때
1. 숨기기
2. 스페이스 키를 누르면 나 자신을 복제한 후 스페이스 키를 누르지 않을 때까지 기다리기
( 연산 탭의 <  이(가) 아니다> 블록 사용)


◎ 복제되었을 때
1. 보이기
2. x: 난수  y: -140 으로 이동하기
3. 색깔 효과를 0부터 256 사이의 난수 로 정하기
4. 벽에 닿을 때까지 y좌표를 10만큼 바꾸기 반복
5. 이 복제본 삭제하기



Q1. 깃발을 클릭했을 때 숨기는 이유는 무엇일까요?
Q2. 스페이스 키를 누르지 않을 때까지 기다리기 하는 이유는 무엇일까요? 블록을 빼고 실행해서 차이를 확인해 봅시다.
Q2. 다른 스프라이트를 추가하여 화살표 키를 눌렀을 때 복제하는 코드를 만들어 봅시다.
Q3. 점수 변수를 만들어서 풍선을 복제할 때마다 점수가 올라가게 만들어 봅시다."
STEP 2,복제하기와 간단한 연산을 활용한 게임 만들기,로켓포 발사하기,1163615811,https://scratch.mit.edu/projects/1163615811/,https://uploads.scratch.mit.edu/get_image/project/1163615811_480x360.png,"[Rocketship]
- [개요]
로켓포를 발사하여 무작위 위치에 나타나는 별을 맞혀 봅시다.
별은 y좌표를 고정한 채  x좌표만 무작위로 바뀌어야 합니다.


[과정]
◎ 🏴클릭했을 때
1. x: 0  y: -120 으로 이동하기
2. 왼쪽, 오른쪽 화살표 키를 누르면 각각 왼쪽, 오른쪽으로 움직인다.
3. 스페이스 키를 누르면 발사 신호 보내고 기다리기
[Crystal]
- [과정]
◎ 🏴클릭했을 때
1. 80도 방향 보고 숨기기


◎ 발사 신호를 받았을 때
1. Rocketship 으로 이동하고 보이기
2. 별이 있는 곳까지 y좌표를 바꾼 후 숨기기


Q. 발사 신호를 받았을 때 복제하여, 별에 닿거나 벽에 닿으면 복제본을 삭제하는 코드로 수정해보세요.
[Star]
- [과정]
◎ 🏴클릭했을 때
1. x: 난수  y: 140 으로 이동하기
2. Crystal에 닿으면 0.1초 후 무작위 위치로 이동하기



Q1. 별을 맞힐 때마다 별에 색깔, 픽셀화 등의 효과를 바꿔 봅시다.
Q1. 점수 변수를 만들어 별을 맞힐 때마다 점수를 1점씩 올리고, 10점 이상이면 게임이 끝나게 만들어 봅시다.
Q2. 별이 움직이거나, 1초 동안 맞히지 못하면 다른 위치로 가는 등 게임을 더 어렵게 만들어 봅시다."
